title,seafood,salad,cream_based,asian,baking_goods,meat,italian,mexican
Tempeh Sandwiches,0,0,0.334908575,0,0,0,0.660123646,0
Venison Italian Soup,0,0,0,0.994205117,0,0,0,0
Tuscan Soup,0,0,0,0,0.530437827,0,0.464146256,0
Hamburger Soup I,0,0,0,0.810182929,0,0.184401825,0,0
Cheesy Potato And Corn Chowder,0,0,0,0.462294757,0.532738149,0,0,0
Beefy Mushroom Barley Soup,0,0,0,0,0.993682325,0,0,0
Italian Sausage Soup,0,0,0,0.700374186,0,0,0.293017834,0
Slow Cooker Venison Chili For The Big Game,0,0,0,0.870047987,0,0.125364736,0,0
Moroccan Lentil Soup,0,0,0.138143614,0.85644114,0,0,0,0
Hearty Meatball Soup I,0,0,0,0.348019391,0.647393465,0,0,0
Navy Bean Soup I,0,0,0,0.990112901,0,0,0,0
Apricot Lentil Soup,0.214333698,0,0,0.780698955,0,0,0,0
Quick Creamy Potato Soup,0,0,0,0,0.991336644,0,0,0
Tomato Curry Lentil Stew,0,0,0,0.991336584,0,0,0,0
Baked Potato Soup I,0,0,0,0,0.603305042,0,0,0.390086263
Spicy Black Bean Vegetable Soup,0,0,0,0.993055522,0,0,0,0
Spicy Slow Cooker Black Bean Soup,0,0,0,0.988486767,0,0,0,0
Pasta Fagioli,0,0,0,0.995901585,0,0,0,0
Potato Leek Soup I,0,0,0,0,0.988486767,0,0,0
Beef Barley Vegetable Soup,0,0,0,0.992290735,0,0,0,0
Italian Wedding Soup I,0,0,0,0,0.290226936,0,0.703819692,0
Mediterranean Yellow Rice And Vegetables,0.102902226,0,0.616137862,0.278695345,0,0,0,0
Italian Vegetable Soup,0,0,0,0.995901585,0,0,0,0
Taco Soup Ii,0,0,0,0.993055522,0,0,0,0
Cajun Deep Fried Turkey,0,0,0.134125099,0,0,0.861287415,0,0
Worlds Best Pasta Sauce,0,0,0.161311209,0,0,0,0.834427297,0
My Best Clam Chowder,0,0,0,0,0.992290497,0,0,0
Old Fashioned Potato Soup,0,0,0,0,0.992290735,0,0,0
Spicy Indian Dahl,0.12423645,0,0.340258032,0.531682789,0,0,0,0
Original Hot Brown,0,0,0,0,0,0,0,0.991336644
Cheeseburger Soup I,0,0,0,0,0.855455279,0,0.138592258,0
The Ultimate Chili,0,0,0,0.994205236,0,0,0,0
Ham Potato And Cheese Soup,0,0,0,0,0.437885165,0,0,0.553640127
Bacon And Potato Soup,0,0,0,0,0.769167602,0,0.225417197,0
New England Clam Chowder I,0,0,0,0,0.990112603,0,0,0
Flatlander Chili,0,0,0,0.991336644,0,0,0,0
Loaded Potato Soup I,0,0,0,0,0.652743042,0,0,0.340648949
Cream Of Mushroom Soup I,0,0,0,0,0.992290676,0,0,0
Butternut Squash And Turkey Chili,0,0,0,0.992290676,0,0,0,0
Excellent Venison Soup,0,0,0,0.276791871,0.715782225,0,0,0
Zuppa Toscana,0,0,0,0,0.991336465,0,0,0
Cream Of Mushroom Soup Ii,0,0,0,0,0.993682265,0,0,0
Chicken Fried Venison Steaks,0,0,0,0,0,0,0,0.990112901
Cincinnati Chili I,0,0,0.817596018,0,0,0,0.176451191,0
Left Over Turkey Pot Pie,0,0,0,0,0.581234813,0,0,0.4147861
Fried Venison Backstrap,0,0,0.521425128,0,0,0,0,0.471966863
Restaurant Style Zuppa Toscana,0,0,0,0,0.991336226,0,0,0
Chinese Spicy Hot And Sour Soup,0,0,0.414588988,0,0.359159857,0.223485395,0,0
Minestrone Soup I,0,0,0,0.726664662,0.267920047,0,0,0
Braised Lemon Pheasant,0.329245538,0,0,0,0.665338755,0,0,0
Beefy Lentil Vegetable Soup,0.130371347,0,0,0,0.684276044,0.182036772,0,0
Wonton Soup,0,0,0.790354669,0,0,0.205666289,0,0
Absolutely Ultimate Potato Soup,0,0,0,0,0.994204998,0,0,0
Taco Soup Iii,0,0,0,0.993055463,0,0,0,0
Meatiest Vegetarian Chili From Your Slow Cooker,0,0,0,0.99535805,0,0,0,0
Parchment Salmon Packages With Asparagus,0.751922905,0,0.244932219,0,0,0,0,0
Vegetarian Kale Soup,0,0,0,0.992290735,0,0,0,0
Easy Cheesy Tortellini Bake,0,0,0,0,0,0,0.986220419,0
Creamy Italian White Bean Soup,0.137267619,0,0,0.858470917,0,0,0,0
Split Pea And Ham Soup I,0,0,0,0,0.990112841,0,0,0
Better Spanish Rice,0,0,0.436727136,0.551461756,0,0,0,0
Baked Shrimp With Feta And Tomato,0,0,0,0,0,0,0.990112901,0
Restaurant Quality Baked Potato Soup,0,0,0,0,0.735061467,0,0.115535982,0.145851329
Potato And Cheddar Soup,0,0,0,0,0.392888457,0,0,0.601159155
Salmon Ceviche,0,0,0,0.977272689,0,0,0,0
Poached Salmon With Hollandaise Sauce,0.99535799,0,0,0,0,0,0,0
Golden Potato Soup,0,0,0,0,0.479411542,0,0,0.514635921
Hamburger Vegetable Soup,0,0,0,0.371527672,0.621046543,0,0,0
Quick Chili I,0,0,0,0.994205296,0,0,0,0
Jamies Minestrone,0,0,0,0.996679306,0,0,0,0
Pasta Fagioli Soup Ii,0,0,0,0.506471038,0,0,0.486920923,0
French Beef Stew,0.199465454,0,0,0.195951208,0.601032138,0,0,0
Bean Soup,0,0,0,0,0.988486648,0,0,0
Best Cream Of Potato Soup,0,0,0,0,0.868622601,0.128232613,0,0
Stuffed Pepper Soup Iv,0,0,0,0,0.993055522,0,0,0
Ham And Bean Soup Ii,0,0,0,0,0.993054986,0,0,0
Split Pea Soup,0,0,0,0,0.993055403,0,0,0
Easy Smoked Salmon Pasta,0.518309295,0,0,0,0,0,0,0.471822113
Quick And Easy Clam Chowder,0,0,0,0,0.99011296,0,0,0
Shrimp Chowder,0,0,0,0,0.992290676,0,0,0
Worlds Best Potato Soup,0,0,0,0,0.993682265,0,0,0
My Chili,0,0,0,0.988486767,0,0,0,0
Shrimp And Crab Bisque,0,0,0,0,0.992290556,0,0,0
Mamas Italian Wedding Soup,0,0,0,0,0.410235763,0,0.583156228,0
Italian Sausage Soup With Tortellini,0,0,0,0,0,0,0.993682265,0
Venison Stew I,0,0,0.19897458,0,0.796058357,0,0,0
Turkey Tortilla Soup,0,0,0,0.991336584,0,0,0,0
Harira,0,0,0,0.797996819,0,0,0,0.196587861
Mustard Crusted Tilapia,0,0,0,0,0,0,0.97727263,0
Venison Stew Ii,0,0,0,0,0.99464798,0,0,0
Baked Sweet Potato Sticks,0.97727257,0,0,0,0,0,0,0
Savory Turkey Gravy,0,0,0,0,0.990112841,0,0,0
Butternut Squash With Onions And Pecans,0.986220241,0,0,0,0,0,0,0
Thanksgiving Meatloaf,0,0,0,0,0,0,0,0.966346145
Ma Lipos Apricot Glazed Turkey With Roasted Onion And Shallot Gravy,0,0,0.205353171,0,0.791328192,0,0,0
Slow Cooker Stuffing,0,0,0,0,0.995028377,0,0,0
Sweet And Sour Turkey Patties,0.993055403,0,0,0,0,0,0,0
Make Ahead Mashed Potatoes,0,0,0,0,0.99011296,0,0,0
Candied Sweet Potatoes,0.93518436,0,0,0,0,0,0,0
Turkey Tetrazzini I,0.23709552,0,0,0,0.291744381,0,0,0.467020839
Awesome Turkey Giblet Stock,0,0,0,0,0,0.977269948,0,0
Awesome Sausage Apple And Cranberry Stuffing,0,0,0,0,0.761336267,0,0,0.23369664
Stuffed Mushrooms Iv,0,0,0,0,0.992290437,0,0,0
The Greatest Grilled Turkey,0,0,0.316960126,0,0,0,0.671228766,0
Braised Rabbit With Mushroom Sauce,0,0,0,0,0.995646715,0,0,0
Southwestern Turkey Casserole,0,0,0,0.306769729,0.688263297,0,0,0
Maple Roast Turkey,0,0,0,0,0.994648159,0,0,0
Praline Sweet Potatoes,0,0,0,0,0,0,0,0.990112841
Easy Corn Pudding,0,0,0,0.618275344,0,0,0,0.374298334
Corn Pudding V,0,0,0,0.450365752,0.541158319,0,0,0
Thanksgiving Sweet Potatoes,0,0,0,0,0,0,0,0.966344059
Brussels Sprouts In Mustard Sauce,0.828368306,0,0,0,0.161762893,0,0,0
Barb A Fu,0,0,0.298367321,0.697045267,0,0,0,0
Blue Bacon Stuffed Mushrooms,0,0,0,0,0,0,0,0.988486767
Pennsylvania Dutch Pickled Beets And Eggs,0.98848623,0,0,0,0,0,0,0
Lentil And Green Collard Soup,0.318038076,0,0,0.676994741,0,0,0,0
Restaurant Style Hashbrown Casserole,0,0,0,0,0.992290735,0,0,0
Greek Lentil Soup Fakes,0,0,0,0.993682265,0,0,0,0
Busy Day Barbeque Brisket,0,0,0,0,0.361953855,0.628177702,0,0
Grilled Whole Turkey,0.966345131,0,0,0,0,0,0,0
Venison Tequila Chili,0,0,0,0.986220419,0,0,0,0
Deep Fried Turkey,0,0,0,0,0.986217618,0,0,0
Company Cauliflower,0,0,0,0,0,0,0,0.982843041
Roasted Garlic Parmesan Mashed Potatoes,0,0,0,0,0,0,0.417342931,0.576049089
Turkey Enchiladas,0,0,0,0.977272689,0,0,0,0
Oven Roasted Red Potatoes,0,0,0,0,0.628792346,0,0.359396607,0
Giblet Gravy I,0,0,0,0,0.804162264,0,0,0.187363058
Lentil Loaf,0,0,0,0,0.321465671,0,0.673567414,0
Stuffed Bell Peppers,0,0,0,0.993055403,0,0,0,0
Seven Layer Tortilla Pie,0,0,0,0.737924695,0,0,0,0.250263989
London Broil For The Slow Cooker,0,0,0,0,0.592718601,0,0.398806661,0
Unsloppy Joes,0,0,0,0.992290735,0,0,0,0
Mexican Corn On The Cob Elote,0,0,0,0,0,0,0,0.982842743
Almost Eggless Egg Salad,0.666596174,0,0.327988356,0,0,0,0,0
Oven Fries,0,0,0,0,0.966346085,0,0,0
Oven Baked Tempeh,0,0,0.298549145,0.696035206,0,0,0,0
Grilled Portobello Mushrooms,0,0,0,0,0,0,0.98622036,0
Vegetarian Pad Thai,0,0,0.991336524,0,0,0,0,0
Savory Tmt Sandwich Filling,0,0,0.977272213,0,0,0,0,0
Miso Soup I,0,0,0,0.977272451,0,0,0,0
Miso Soup Ii,0,0,0.604573965,0,0,0,0.389473557,0
Roasted Portobello Mushrooms With Blue Cheese,0,0,0.389886081,0,0,0,0.598302841,0
Robins Quinoa With Mushrooms And Spinach,0,0,0,0,0.193872973,0,0.802395642,0
Enchilada Casserole,0,0,0,0.993682206,0,0,0,0
Simple Time Pork Chops,0.243668601,0,0,0,0,0.200584218,0,0.548684955
Black Bean Hummus,0,0.437484622,0,0.533664703,0,0,0,0
Black Bean And Corn Salad I,0,0,0,0.992290676,0,0,0,0
Black Bean And Corn Salad Ii,0,0,0,0.99011296,0,0,0,0
Baked Maryland Lump Crab Cakes,0,0,0,0,0,0.622994721,0,0.37203747
Mexican Rice Pilaf,0,0,0,0.993055522,0,0,0,0
Hollys Hummus,0.99011296,0,0,0,0,0,0,0
Addictive Sweet Potato Burritos,0,0,0.2111305,0.784608066,0,0,0,0
Vegetarian Tortilla Dog,0,0,0,0,0,0,0,0.986219645
Slow Cooker Carnitas,0,0,0,0,0,0.966345966,0,0
Baked Vegetables I,0,0,0,0.473205805,0.520186007,0,0,0
Minted Salmon,0.994648278,0,0,0,0,0,0,0
Avocado And Tuna Tapas,0,0,0,0,0,0,0.993681908,0
Mexican Bean Burgers,0,0,0,0.611824572,0,0,0,0.381567299
Gulyas Leves,0,0,0,0.202472553,0.793795884,0,0,0
Cornucopia Chili,0,0,0,0.994205117,0,0,0,0
Peanut Noodles,0,0,0.994648278,0,0,0,0,0
Lentil Soup,0,0,0,0.994648278,0,0,0,0
Mexican Vegetable Rice,0,0,0,0.572337091,0.422695965,0,0,0
Shrimp Tacos,0,0,0,0.991336286,0,0,0,0
Easy Chili,0,0,0,0.994205177,0,0,0,0
Barbeque Seitan And Black Bean Burritos,0,0,0,0.995028317,0,0,0,0
Restaurant Style Prime Rib Roast,0,0,0,0,0.521876395,0.470697671,0,0
Joses Shrimp Ceviche,0,0,0,0.993055224,0,0,0,0
Potato Cheese Soup,0,0,0,0,0.744946778,0,0,0.250791788
Oven Fried Catfish,0,0,0,0,0.577365816,0,0,0.41668117
Grandma Jeanettes Amazing German Red Cabbage,0,0,0,0,0.495297134,0.496228069,0,0
Quick Black Beans And Rice,0,0,0.374275506,0.617249846,0,0,0,0
Vegan Casserole,0,0,0,0.524644017,0.47314015,0,0,0
Grandmas Slow Cooker Vegetarian Chili,0,0,0,0.995901585,0,0,0,0
Mexican Bean Pie,0,0,0,0.994205058,0,0,0,0
Bittersweet Banana Pudding,0,0,0.604708493,0,0,0,0,0.375809908
Aloo Phujia,0,0,0,0.992290616,0,0,0,0
Cyndis Shrimp Fajitas,0,0,0.16077961,0.835241497,0,0,0,0
Balsamic Mushrooms,0,0,0,0,0,0,0.991336644,0
Fried Tempeh In Batter,0,0,0.838033915,0,0,0,0,0.155358061
Easy Arroz Con Gandules,0,0,0.622346282,0.371701092,0,0,0,0
Delicious Black Bean Burritos,0,0,0,0.662446082,0.332138717,0,0,0
Home Style Brown Rice Pilaf,0,0,0,0,0.993682265,0,0,0
Tofu Tacos I,0,0,0.611944973,0,0,0,0.383087218,0
Summer Vegetable Ratatouille,0,0,0,0.856270134,0.139142469,0,0,0
Vegan Lasagna I,0,0,0,0,0,0,0.995028377,0
Fried Tempeh,0,0,0.988486588,0,0,0,0,0
Fast And Easy Spinach With Shallots,0,0,0,0,0,0,0.9862203,0
Potato Pancakes I,0,0,0,0,0.990656555,0,0,0
Mimis Smoked Salmon Chowder,0.325226426,0,0,0,0.671628952,0,0,0
Stir Fried Kale,0,0,0,0,0,0,0.986220419,0
Seared Salmon With Indian Inspired Cream Sauce,0.557171881,0,0,0,0.438849002,0,0,0
Duck And Fontina Pizza With Rosemary And Caramelized Onions,0,0,0,0,0,0,0.994204581,0
Scalloped Potatoes I,0,0,0,0,0.626644492,0,0,0.36488083
Potato Cake,0,0,0,0,0,0,0.362101167,0.62803036
Scalloped Potatoes Ii,0,0,0,0,0.451550931,0,0,0.538580596
Country Fried Squash,0,0,0,0,0,0,0.294144362,0.698429823
Jeera Cumin Rice,0,0,0.988486648,0,0,0,0,0
Black Bean And Salsa Soup,0,0,0,0.546092749,0.439201325,0,0,0
Jasmine Rice,0,0,0,0,0.575582027,0,0.41454944,0
Sun Dried Tomato Hummus,0.267412841,0,0,0.727999866,0,0,0,0
Bean Quesadillas,0,0,0,0.994205296,0,0,0,0
Blt Salad,0,0,0,0,0,0,0.982842624,0
Mexican Bean Salad,0,0,0,0.996513903,0,0,0,0
Caesar Salad Supreme,0.720921993,0,0,0,0,0.120022185,0.155504465,0
Tempeh Mock Tuna Salad,0.517087221,0,0.477945358,0,0,0,0,0
Syracuse Salt Potatoes,0,0,0,0,0,0,0,0.966346145
Pan Seared Duck Breast With Blueberry Sauce,0,0,0,0,0.59730953,0,0.399843961,0
Corn And Black Bean Salad,0,0,0,0.9862203,0,0,0,0
Italian Kale,0,0,0,0,0,0,0.988486767,0
Salmon Salad,0.986218333,0,0,0,0,0,0,0
Cuban Style Yellow Rice,0,0,0,0,0.988486767,0,0,0
Summer Potato Salad,0.993682265,0,0,0,0,0,0,0
Yogurt Marinated Salmon Fillets Dahi Machhali Masaledar,0.306741357,0,0.687306046,0,0,0,0,0
Kerrys Beany Salad,0,0,0,0.995028377,0,0,0,0
Delicious Feta Crusted Salmon,0.51951921,0,0,0,0,0,0.476219237,0
Chickpea Salad With Red Onion And Tomato,0.507340491,0,0,0.48605153,0,0,0,0
Orzo And Shrimp Salad With Asparagus,0.319756895,0,0,0,0,0,0.675981641,0
Parmesan Roasted Corn On The Cob,0,0,0,0.97726965,0,0,0,0
Taco Salad I,0,0,0,0.330866277,0,0,0.657322466,0
Mediterranean Lentil Salad,0.496585935,0,0,0.496805996,0,0,0,0
Easy Red Rice,0,0,0,0.991336584,0,0,0,0
Saras Soy Marinated And Cream Cheese Stuffed Salmon,0.539518178,0,0.457337081,0,0,0,0,0
Twice Baked Sweet Potatoes With Ricotta Cheese,0,0,0.109887481,0,0,0,0.885145485,0
Yin Yang Salmon,0.992290735,0,0,0,0,0,0,0
Antipasto Pasta Salad,0,0,0,0,0,0,0.995646596,0
Quinoa Pudding,0,0,0,0,0,0,0,0.977272689
Chinese Cabbage Salad I,0,0,0.993682086,0,0,0,0,0
Seven Layer Salad,0,0,0,0,0,0,0.811033547,0.180490792
The Very Best Confetti Rice,0,0,0.977272391,0,0,0,0,0
Phyllo Turnovers With Shrimp And Ricotta Filling,0,0,0,0,0.28851071,0.148245096,0.341048896,0.219353989
Black Bean Salad,0,0,0,0.99464792,0,0,0,0
Chinese Napa Cabbage Salad,0,0,0.994648278,0,0,0,0,0
Thai Style Fragrant Rice,0,0,0.988486588,0,0,0,0,0
Lemongrass Coconut Rice,0,0,0.990111947,0,0,0,0,0
Quick And Easy Grilled Potatoes,0,0,0,0,0.573272347,0,0.41685909,0
Baked Salmon With Tropical Rice,0.674891412,0,0.316633403,0,0,0,0,0
Heathers Cilantro Black Bean And Corn Salsa,0,0,0,0.993055582,0,0,0,0
Grilled Salmon Fillets With A Lemon Tarragon And Garlic Sauce,0.994648337,0,0,0,0,0,0,0
Italian Pasta Salad I,0,0,0,0,0,0,0.98622036,0
Grilled Shrimp And Apple Skewers,0,0,0,0,0,0,0.991335392,0
Restaurant Style Potato Salad,0.992290676,0,0,0,0,0,0,0
The Best Seafood Stuffed Mushrooms,0.282949656,0,0,0,0,0,0.712462842,0
Spinach And Mushroom Salad,0,0,0,0,0.501276433,0,0.488854885,0
Jumbo Breakfast Cookies,0,0.354016393,0,0,0,0,0,0.640030742
German Potato Salad,0,0,0,0,0.991336524,0,0,0
Octoberfest German Potato Salad,0.655294955,0,0.338097036,0,0,0,0,0
Tabbouleh Iii,0.991336584,0,0,0,0,0,0,0
Spinach And Tortellini Salad,0,0,0,0,0,0,0.990112901,0
Ramen Coleslaw,0,0,0.992290676,0,0,0,0,0
Cornbread Salad I,0,0,0,0.671286821,0,0,0,0.324451745
Easy Garden Green Beans,0,0,0,0,0,0,0.992290735,0
Bacon Wrapped Shrimp,0,0,0,0,0,0,0.966345489,0
Sirloin Steak With Garlic Butter,0,0,0,0,0,0.98622036,0,0
Grilled Onions,0,0,0,0,0.982842922,0,0,0
Spicy Sweet Glazed Salmon,0.588472962,0,0.406939805,0,0,0,0,0
Italian Style Meatloaf I,0,0,0,0,0,0,0.992290735,0
Salisbury Steak,0,0,0,0,0,0.735794246,0,0.258253217
Lime Cilantro Rice,0.379627943,0,0.610503554,0,0,0,0,0
Italian Meatball Sandwich Casserole,0,0,0,0,0,0,0.996128261,0
The Best Thai Coconut Soup,0,0,0.995028317,0,0,0,0,0
Chorizo And Lentil Stew,0,0,0,0.992290437,0,0,0,0
Ground Beef Stroganoff,0.143327937,0,0,0,0.850719452,0,0,0
Savory Tater Tot Casserole,0,0,0,0,0.988486767,0,0,0
Meatloaf With Fried Onions And Ranch Seasoning,0,0,0,0,0,0,0,0.986220062
Sweet Cornbread Cake,0,0,0,0,0,0,0,0.991336584
Easiest Pot Roast Ever,0,0,0,0,0.988486707,0,0,0
Zesty Porcupine Meatballs,0,0,0,0,0.991336584,0,0,0
Slow Cooker London Broil,0,0,0,0,0.988486767,0,0,0
Slow Cooker Beef Stew I,0,0,0,0,0.993055522,0,0,0
Army Sos Creamed Ground Beef,0,0,0,0,0,0.570403039,0,0.417785823
Cabbage Roll Casserole,0,0,0,0.990112841,0,0,0,0
Caramel Apple Pork Chops,0,0,0,0,0,0,0,0.993682086
Awesome Honey Pecan Pork Chops,0,0,0,0,0,0.333759993,0,0.656371415
Best Egg Rolls,0,0,0.78900075,0,0,0,0,0.201130703
Sausage Potato Casserole,0,0,0,0,0,0,0,0.990112543
Skillet Chops With Mushroom Gravy,0,0,0,0,0.680299222,0,0.31374836,0
Apple Pork Chops,0,0,0.564385176,0,0,0.429662377,0,0
Mushroom Pork Chops,0,0,0,0,0.992290735,0,0,0
Cola Chops,0,0,0,0,0,0.977271497,0,0
Gandule Rice,0,0,0.714016914,0,0,0.281721413,0,0
Bacon Wrapped Grilled Elk Backstrap,0,0,0,0,0,0.988486111,0,0
Candied Kielbasa,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Moms Smoked Salmon Fried Rice,0.423562348,0,0.570485234,0,0,0,0,0
Curried Quinoa,0,0,0,0.982843041,0,0,0,0
Best Ever Shrimp Dip,0.387207925,0,0,0,0.602923572,0,0,0
Hummus Iii,0.673580527,0,0,0.318993598,0,0,0,0
Tex Mex Black Bean Dip,0,0,0,0.992290735,0,0,0,0
Beer Boiled Shrimp,0.717489779,0,0,0,0,0.270698696,0,0
Baked Potato Dip,0,0,0,0,0.982842922,0,0,0
Roasted Garlic,0,0,0,0,0,0,0.977272689,0
Spicy Bean Salsa,0,0,0,0.994648278,0,0,0,0
Reuben Dip,0,0,0,0,0,0,0,0.986219704
Amazing Crab Shells,0.993054807,0,0,0,0,0,0,0
Grilled Tequila Lime Shrimp,0.977272451,0,0,0,0,0,0,0
Sauteed Swiss Chard With Parmesan Cheese,0.992290318,0,0,0,0,0,0,0
Tantalizing Turkey And Blue Cheese Meatballs,0,0,0.149464965,0.342447847,0,0,0.504264474,0
Raisin And Spice Brown Rice,0,0,0.747641146,0,0.246943578,0,0,0
Very Easy Mushroom Barley Soup,0,0,0,0.513449192,0.479942799,0,0,0
Bacon Water Chestnut Rolls,0.259781748,0,0.72551167,0,0,0,0,0
Brown Sugar Smokies,0,0.427998513,0,0,0,0,0,0.543150842
Blt Dip,0,0,0,0,0.935184956,0,0,0
Garbanzo Bean Chocolate Cake Gluten Free,0,0,0,0.494678587,0,0,0,0.495452464
Veggeroni,0,0,0,0,0.741074026,0.254946768,0,0
Bacon And Tomato Cups,0,0,0,0,0,0,0.496126741,0.495397955
Cheese Lovers Tuna Casserole,0,0,0,0,0.982841551,0,0,0
Its Chili By George,0,0,0,0.993682265,0,0,0,0
Slow Cooker Beef Vegetable Soup,0.163414299,0,0,0.590521753,0.240557253,0,0,0
Oatmeal Raisin Cookies Vi,0,0,0,0,0,0,0,0.986220241
Roasted Asparagus With Herbes De Provence,0,0,0,0,0,0,0.986220062,0
Banana Oatmeal Cookies I,0,0,0,0,0,0,0,0.990112841
Spiced Sweet Roasted Red Pepper Hummus,0.543887317,0,0,0.44624424,0,0,0,0
Dirty Rice,0,0,0,0.996128082,0,0,0,0
Mini Ham And Cheese Rolls,0,0,0,0,0,0,0,0.988486588
Creamy Potato Casserole,0,0,0,0,0.992290735,0,0,0
Overnight Raisin Oatmeal Pancakes,0,0,0,0,0,0,0,0.98622036
Christmas Brunch Casserole,0,0,0,0,0.631570578,0,0,0.362476975
Quick Brown Rice And Mushroom Pilaf,0,0,0,0,0.610314429,0,0.383077323,0
Baked Omelet,0,0,0,0,0,0,0.708599627,0.2815319
Barley Lentil And Mushroom Soup,0,0,0,0.10509339,0.890927732,0,0,0
Eggplant Tomato Bake,0,0,0,0,0,0,0.935185075,0
Sweet Potato Turkey Meatloaf,0.995028257,0,0,0,0,0,0,0
Restaurant Style Potato Skins,0,0,0,0,0.574541867,0,0.410752147,0
Crispy Edamame,0,0,0,0,0,0,0.988486052,0
Vegetarian Chili,0,0,0,0.993055344,0,0,0,0
Beef And Barley Soup Iii,0,0,0,0,0.99535805,0,0,0
Boozy Rice With Nuts And Berries,0.46058622,0,0.535152197,0,0,0,0,0
Vegan Corn Bread,0,0,0.689908087,0,0,0,0,0.301616311
Corned Venison,0,0,0,0,0,0.992290616,0,0
Creamy Shrimp And Corn Soup,0,0,0,0.128566816,0.867701828,0,0,0
Spanish Style Quinoa,0,0,0,0.991336644,0,0,0,0
Green Bean Fries,0,0,0,0.368804574,0,0,0,0.623769581
Mushroom And Leek Soup,0,0,0,0.452964306,0.539609373,0,0,0
Party Potatoes,0,0,0,0,0.992290735,0,0,0
Cowboy Cookie Mix In A Jar,0,0,0,0,0,0,0,0.990112901
Lauras Lemon Roasted Potatoes,0.991336644,0,0,0,0,0,0,0
Mouth Watering Stuffed Mushrooms,0,0,0,0,0.991336644,0,0,0
Alicias Aloo Gobi,0,0,0.345310092,0.650428414,0,0,0,0
Asparagus Side Dish,0,0,0,0,0,0,0.986220241,0
Cocktail Meatballs,0.691208959,0,0.298922598,0,0,0,0,0
The Best Mashed Potatoes,0,0,0,0,0,0,0.990112841,0
Easy Pumpkin Rice,0,0,0,0,0,0,0,0.982843041
Lasagna Alfredo Roll Ups,0,0,0,0,0,0,0.991336524,0
Oatmeal Toffee Cookies,0,0,0,0,0,0,0,0.986220419
Peanut Butter Banana Oatmeal Raisin,0,0,0,0,0,0,0,0.988486707
Best Ever Texas Caviar,0,0,0,0.994205296,0,0,0,0
Venison Steak With Peppers And Onions,0,0,0.267652959,0,0,0.728085518,0,0
Kabocha Squash Pie Japanese Pumpkin Pie,0,0,0.312442392,0,0,0,0,0.679082334
Spelt Biscuits,0,0,0,0,0,0,0,0.986220419
Cookie In A Jar,0,0,0,0,0,0,0,0.982842982
Cranberry Hootycreeks,0,0,0,0,0,0,0,0.982842684
Cajun Dirty Rice,0,0,0,0.993682086,0,0,0,0
Breaded Brussels Sprouts,0,0,0,0,0,0,0.99011296,0
Ethiopian Cabbage Dish,0,0,0,0.993055403,0,0,0,0
Chewy Crispy Coconut Cookies,0,0.390372574,0,0,0,0,0,0.597815514
Butternut Squash Fries,0,0,0,0,0,0,0,0.935185015
Kristens Awesome Oatmeal Cookies,0,0,0,0,0,0,0,0.966346145
Easy Coconut Rice And Black Eyed Peas,0,0,0.58338201,0,0,0,0,0.401911974
Smoked Salmon Spread,0.189307854,0,0,0,0,0.644227624,0.160276055,0
Farfalle With Asparagus And Smoked Salmon,0.99368161,0,0,0,0,0,0,0
Easy Roasted Red Pepper Hummus,0,0,0,0.982842982,0,0,0,0
Swedish Meatballs I,0,0,0,0,0.994648039,0,0,0
Oatmeal Peanut Butter And Chocolate Chip Cookies,0,0,0,0,0,0,0,0.991336584
Tex Mex Turkey Soup,0,0,0,0.532112718,0.463625431,0,0,0
White Chocolate Chip Oatmeal Cookies,0,0,0,0,0,0,0,0.986220241
Roasted Asparagus And Garlic,0.986219943,0,0,0,0,0,0,0
Proper English Cottage Pie,0,0,0,0,0.994648278,0,0,0
Lemony Quinoa,0.986220419,0,0,0,0,0,0,0
Black Beans And Rice,0,0,0,0.991336644,0,0,0,0
Southwestern Black Bean Stew,0,0,0,0.990112841,0,0,0,0
Bite Sized Salmon Tikka,0.584685087,0,0.403503567,0,0,0,0,0
Olive Oil Roasted Eggplant With Lemon,0.654061019,0,0,0,0,0,0.337464154,0
My Special Shrimp Scampi Florentine,0,0,0,0,0,0,0.992290616,0
Spicy Spaghetti Squash,0,0,0,0,0,0,0.993682206,0
Rhubarb Crunch,0,0,0,0,0,0,0,0.986219704
Bird Seed Energy Bars,0,0,0.346758336,0,0,0,0,0.647826254
Asian Beef With Snow Peas,0,0,0.992290676,0,0,0,0,0
Easy Lemon Pepper Blackened Salmon,0.991336107,0,0,0,0,0,0,0
Dutch Apple Pie With Oatmeal Streusel,0.216157094,0,0,0,0,0,0,0.777234733
Banana Oatmeal Bread,0,0,0,0,0,0,0,0.991336107
Red Cabbage And Apples,0,0,0.993681967,0,0,0,0,0
Slow Cooker Ham And Beans,0,0,0,0.801524401,0,0,0,0.193059951
Hashbrown Casserole,0,0,0,0,0.993681848,0,0,0
Spaghetti Sauce With Ground Beef,0,0,0,0.993055522,0,0,0,0
The Real Deal Korean Beef Ribs,0,0,0.832211256,0,0,0.162373081,0,0
Delicious Salmon Pasta Salad,0.772427201,0,0.223593861,0,0,0,0,0
Shrimp And Okra Gumbo,0,0,0,0.99535805,0,0,0,0
Tarragon Turkey Soup,0,0,0,0,0.993054867,0,0,0
Bacon For The Family Or A Crowd,0,0,0,0,0,0,0,0.935183823
